id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL,Image
2998,CapCom Street Fighter Deck-Building Game,2,5,45,2014,Deck / Pool Building,"Card Game, Fighting, Video Game Theme","Matt Hyra, Erik V Larsen",https://boardgamegeek.com/boardgame/145888/capcom-street-fighter-deck-building-game,https://cf.geekdo-images.com/rY1jDVQwJIwOQSMpf5QFgA__original/img/EJ7Zt_yfgbGvDxLL4ZrPv2e0G-w=/0x0/filters:format(jpeg)/pic1996866.jpg
2999,Dragoon,2,4,60,2016,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Grid Movement, Hand Management, Tile Placement","Dice, Fantasy, Fighting, Medieval","Jake Given, Zach Given, Jonathan Ritter-Roderick",https://boardgamegeek.com/boardgame/172540/dragoon,https://cf.geekdo-images.com/yXBV30yleOlJyY12tF6_ew__original/img/OyZ4is5xR0Hg2sybtfRssywP2lw=/0x0/filters:format(png)/pic4200390.png
3000,Babylon 5 Collectible Card Game,2,10,60,1997,"Hand Management, Role Playing, Variable Player Powers, Voting","Card Game, Collectible Components, Economic, Movies / TV / Radio theme, Negotiation, Political, Science Fiction","Ran Ackels, Edi Birsan, Paul Brown, John Hart, David Hewitt, John Myler, Kevin Tewart",https://boardgamegeek.com/boardgame/2640/babylon-5-collectible-card-game,https://cf.geekdo-images.com/3T9AhC5h4tMhZkyelLX0iQ__original/img/ir4_4A7JO5RziH9K_xDlcqj7tq0=/0x0/filters:format(jpeg)/pic1720251.jpg
3001,The Last Spike,2,6,60,2015,"Stock Holding, Tile Placement","Economic, Trains",Tom Dalgliesh,https://boardgamegeek.com/boardgame/177875/last-spike,https://cf.geekdo-images.com/reX2Hp3msu0Nejm1rvDprw__original/img/QfEwvpFT__995o0W3nrVrwVwvtU=/0x0/filters:format(png)/pic2520550.png
3002,Gettysburg (125th Anniversary edition),2,2,90,1988,Hex-and-Counter,"American Civil War, Wargame",S. Craig Taylor,https://boardgamegeek.com/boardgame/1576/gettysburg-125th-anniversary-edition,https://cf.geekdo-images.com/3Tg0yI22tI_Zmfs5v-Mb1g__original/img/DI_7QdNq0hx8pvhb0ZWiuubepHM=/0x0/filters:format(jpeg)/pic216372.jpg
3003,"The Blitzkrieg Legend: The Battle for France, 1940",2,2,2880,2012,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II","Dean Essig, Hans Kishel, John Kisner",https://boardgamegeek.com/boardgame/65936/blitzkrieg-legend-battle-france-1940,https://cf.geekdo-images.com/_coTDTAjhqp0di6PMa1RCA__original/img/LgDuTdR_rG7tW4FHSTjlXMLEJrU=/0x0/filters:format(jpeg)/pic1137532.jpg
3004,One Zero One,2,2,15,2013,"Area Control / Area Influence, Hand Management","Abstract Strategy, Card Game",David Harding (II),https://boardgamegeek.com/boardgame/150298/one-zero-one,https://cf.geekdo-images.com/_E8uOWDLZCbsDr1lC_q12A__original/img/CfmX71_8ltz-FsL0ZtwXXLaoTLM=/0x0/filters:format(jpeg)/pic2330461.jpg
3005,The Witches: A Discworld Game,1,4,90,2013,"Co-operative Play, Dice Rolling, Point to Point Movement, Set Collection","Fantasy, Novel-based",Martin Wallace,https://boardgamegeek.com/boardgame/137095/witches-discworld-game,https://cf.geekdo-images.com/iE9fhSsVKL9z9CT9bNFn2g__original/img/kBRRptr3VLvdQW4GfrtSfHkUgVo=/0x0/filters:format(jpeg)/pic1790803.jpg
3006,Neolithic,2,2,45,2016,"Deck / Pool Building, Hand Management, Worker Placement","Card Game, Civilization, Prehistoric",John Clowdus,https://boardgamegeek.com/boardgame/193486/neolithic,https://cf.geekdo-images.com/fC5WyIVZqhwHrdggaP2wfw__original/img/V-oKQSGnVpKNZ7Up2BGGvIyNIjk=/0x0/filters:format(jpeg)/pic6535285.jpg
3007,Ardennes,2,4,180,1994,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/4958/ardennes,https://cf.geekdo-images.com/_l-ZIw15HvnLEZa-07Fpyg__original/img/Bi16cDHnR74b5tGX_WnuLApgKec=/0x0/filters:format(jpeg)/pic432474.jpg
3008,Elfenroads,2,6,120,1992,Auction/Bidding,"Fantasy, Transportation",Alan R. Moon,https://boardgamegeek.com/boardgame/711/elfenroads,https://cf.geekdo-images.com/jAKh32K09QcBByCFM3aXQw__original/img/Nv5lh7RiZ30BWKHPQWjciRFAd60=/0x0/filters:format(jpeg)/pic10172.jpg
3009,Panic Lab,2,10,30,2012,"Dice Rolling, Memory, Pattern Recognition","Humor, Party Game, Puzzle, Real-time",Dominique Ehrhard,https://boardgamegeek.com/boardgame/121073/panic-lab,https://cf.geekdo-images.com/LzsXWOG6ZA6x6TqB5H6F1g__original/img/TEhzaXq8jDbULdOBhC2FxdI2dr8=/0x0/filters:format(jpeg)/pic3488252.jpg
3010,Atlantic Storm,2,6,60,1997,Trick-taking,"Card Game, Nautical, World War II","Don Greenwood, Ben Knight",https://boardgamegeek.com/boardgame/259/atlantic-storm,https://cf.geekdo-images.com/Tm-a-L5RL_qHz49-VGN53A__original/img/5-iKrialCrygjMdxNvfKGOO9NL8=/0x0/filters:format(jpeg)/pic130606.jpg
3011,Warhammer Fantasy Battle: Battle For Skull Pass,2,2,120,2006,"Dice Rolling, Variable Player Powers","Fantasy, Fighting, Miniatures, Wargame",Alessio Cavatore,https://boardgamegeek.com/boardgame/27658/warhammer-fantasy-battle-battle-skull-pass,https://cf.geekdo-images.com/s5len_j9McR9PI91dymEhw__original/img/yKTg15JFlYjHJUaM9RqzMdZ3SwA=/0x0/filters:format(jpeg)/pic221702.jpg
3012,Mag·Blast (Second Edition),2,8,20,2002,"Campaign / Battle Card Driven, Card Drafting, Player Elimination, Take That, Variable Player Powers","Card Game, Science Fiction","Christian T. Petersen, Anders M. Petersen",https://boardgamegeek.com/boardgame/6209/magblast-second-edition,https://cf.geekdo-images.com/4Bmji0PrW9itrxg1uAvNXQ__original/img/SlLjJOjGDj7GGCKMfhZ8V9hE-lc=/0x0/filters:format(jpeg)/pic26058.jpg
3013,Things...,4,15,45,2002,"Memory, Paper-and-Pencil","Deduction, Humor, Memory, Party Game","Tom Quinn, Ted Quinn, Mark Sherry",https://boardgamegeek.com/boardgame/10934/things,https://cf.geekdo-images.com/WklLDiwpy2xTgRBwLym92Q__original/img/L8FYSJbWLvgTp8aXCRJLWQxZONo=/0x0/filters:format(jpeg)/pic6813229.jpg
3014,3rd Fleet,2,4,180,1990,"Dice Rolling, Hex-and-Counter, Simulation","Modern Warfare, Wargame",Joseph M. Balkoski,https://boardgamegeek.com/boardgame/4921/3rd-fleet,https://cf.geekdo-images.com/9vFJzZg999QOe5OMvfzI-A__original/img/P55X1D357dOF1AUo0WBb9SNKx-U=/0x0/filters:format(jpeg)/pic147227.jpg
3015,The Great Battles of Julius Caesar: The Civil Wars 48-45 B.C.,2,2,360,1994,"Dice Rolling, Hex-and-Counter","Ancient, Civil War, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/5833/great-battles-julius-caesar-civil-wars-48-45-bc,https://cf.geekdo-images.com/q-igT2yCXJ7bmfdwa_oL5A__original/img/TTZNR8AoqDDaFLr2OHv3a0AEB5c=/0x0/filters:format(jpeg)/pic1740139.jpg
3016,Flick 'em Up!: Dead of Winter,1,10,45,2017,Co-operative Play,Action / Dexterity,"Gaëtan Beaujannot, Jonathan Gilmour, Jean Yves Monpertuis, Isaac Vega",https://boardgamegeek.com/boardgame/207016/flick-em-dead-winter,https://cf.geekdo-images.com/P7W3dCZliN22VxH7JPUG3A__original/img/FJ0Y-DDM5A_rmkXvNXEm-brHaHk=/0x0/filters:format(jpeg)/pic3365608.jpg
3017,Rattus Cartus,2,5,45,2012,"Hand Management, Press Your Luck, Worker Placement","Card Game, Medieval","Henrik Berg, Åse Berg",https://boardgamegeek.com/boardgame/128921/rattus-cartus,https://cf.geekdo-images.com/dIGMZQSCXlrlgQoREpSjEA__original/img/cU5XSedI4YRWANuYstE1T8LtPtw=/0x0/filters:format(jpeg)/pic1386979.jpg
3018,Eselsbrücke,3,12,45,2011,"Memory, Storytelling",Memory,"Stefan Dorra, Ralf zur Linde",https://boardgamegeek.com/boardgame/90009/eselsbrucke,https://cf.geekdo-images.com/5wUihqBZxAh7vGbzsq1ZTw__original/img/_TVCM-KPHR_WWVcIFROpj2wG5us=/0x0/filters:format(jpeg)/pic889772.jpg
3019,Bretagne,2,4,120,2015,"Action Point Allowance System, Area Control / Area Influence",Economic,Marco Pozzi,https://boardgamegeek.com/boardgame/179350/bretagne,https://cf.geekdo-images.com/gExc_oImkfs1GwMrsa1VtA__original/img/GgYlE8GGvz0RxeyyE0kA8cP3XmI=/0x0/filters:format(jpeg)/pic2578047.jpg
3020,Nightfighter,1,2,60,2011,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment","Aviation / Flight, Wargame, World War II",Lee Brimmicombe-Wood,https://boardgamegeek.com/boardgame/33924/nightfighter,https://cf.geekdo-images.com/uH7HLF7m_4IDDkT4eV7wSQ__original/img/SDIlMOnRF0V5f5YVvbxGRKWhXpo=/0x0/filters:format(jpeg)/pic1014708.jpg
3021,Dragon Pass,2,3,120,1980,Hex-and-Counter,"Fantasy, Wargame","Robert Corbett, Greg Stafford",https://boardgamegeek.com/boardgame/1720/dragon-pass,https://cf.geekdo-images.com/uud6t_QUutyeF5o6xXl4IQ__original/img/KfLknRs-dg5OsPMdkQ0umjewCzs=/0x0/filters:format(jpeg)/pic83875.jpg
3022,WWE Superstar Showdown,2,6,120,2015,"Grid Movement, Hand Management, Rock-Paper-Scissors, Variable Player Powers","Fighting, Movies / TV / Radio theme","Aaron Dill, John Kovaleski, Sean Sweigart",https://boardgamegeek.com/boardgame/177499/wwe-superstar-showdown,https://cf.geekdo-images.com/NgTwduKz7f8UFJxWvhgaAw__original/img/D_N6wi-iO0y1bSg5hM6duCkpE7s=/0x0/filters:format(jpeg)/pic2514202.jpg
3023,Eminent Domain: Battlecruisers,3,5,30,2016,"Player Elimination, Simultaneous Action Selection","Bluffing, Card Game, Science Fiction",Philip duBarry,https://boardgamegeek.com/boardgame/163641/eminent-domain-battlecruisers,https://cf.geekdo-images.com/si1Bs5-8wt3DBKgn1gBNJg__original/img/7vmA2_8MXvFK26rvffGdBA3_f9Y=/0x0/filters:format(jpeg)/pic5665573.jpg
3024,Chariots of Fire,2,2,120,2010,"Chit-Pull System, Dice Rolling, Hex-and-Counter","Ancient, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/39932/chariots-fire,https://cf.geekdo-images.com/EfS54oOYLJFwF-F_B7E20w__original/img/g5GHif5jljV6Vk4GyCT2g6NQlCI=/0x0/filters:format(jpeg)/pic691172.jpg
3025,Conquest of the Empire,2,6,180,1984,"Area Movement, Dice Rolling","Ancient, Economic, Wargame","Larry Harris, Jr.",https://boardgamegeek.com/boardgame/97/conquest-empire,https://cf.geekdo-images.com/aSc7hgWRp5j9FiIVY3jzLA__original/img/0EIDCfmlc6Dk_0YELMtEzo7C6Ng=/0x0/filters:format(jpeg)/pic901704.jpg
3026,Small Star Empires,2,4,30,2016,"Area Control / Area Influence, Area Enclosure, Grid Movement, Modular Board","Science Fiction, Territory Building",Milan Tasevski,https://boardgamegeek.com/boardgame/178044/small-star-empires,https://cf.geekdo-images.com/tKCSfNGn8DFs2zMkHWU3YA__original/img/QBxZrwOQ92anTsszX4lZyWsb8Ms=/0x0/filters:format(jpeg)/pic3979248.jpg
3027,"The Peloponnesian War, 431-404 BC",1,2,120,1991,"Dice Rolling, Point to Point Movement","Ancient, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/1678/peloponnesian-war-431-404-bc,https://cf.geekdo-images.com/CGGadUYMfo_N0UYwshcFfA__original/img/YZPeOTbCFaY5uiydt1PoTzKkFdw=/0x0/filters:format(jpeg)/pic393742.jpg
3028,"Warhammer 40,000: Assault On Black Reach",2,0,240,2008,"Dice Rolling, Modular Board, Variable Player Powers","Fighting, Miniatures, Science Fiction, Wargame",Alessio Cavatore,https://boardgamegeek.com/boardgame/37672/warhammer-40000-assault-black-reach,https://cf.geekdo-images.com/O-MhHwAyb62kwqoREvkLTw__original/img/X15wyUOQ-eAa1DqnYqLR83qIZMg=/0x0/filters:format(jpeg)/pic358486.jpg
3029,World of Yo-Ho,2,4,90,2016,"Deck / Pool Building, Grid Movement, Variable Player Powers","Adventure, Nautical, Pirates",none,https://boardgamegeek.com/boardgame/163937/world-yo-ho,https://cf.geekdo-images.com/gEmQnLEvN-FverO0l1ucFw__original/img/ot_-4cM1JI7dApujN2QC6ogp7Yw=/0x0/filters:format(jpeg)/pic5011094.jpg
3030,Apples to Apples,4,10,30,1999,"Hand Management, Simultaneous Action Selection, Voting","Card Game, Humor, Party Game","Matthew Kirby, Mark Alan Osterhaus",https://boardgamegeek.com/boardgame/74/apples-apples,https://cf.geekdo-images.com/S5GzB_f2Re3kEDoSxqG5Ew__original/img/K49MN0Ij_tZOgDK4znCUJGu6aU4=/0x0/filters:format(jpeg)/pic213515.jpg
3031,Dampfross,2,6,90,1979,"Crayon Rail System, Route/Network Building","Racing, Trains",David G. Watts,https://boardgamegeek.com/boardgame/539/dampfross,https://cf.geekdo-images.com/WsAuzR7n067PuLucDgqK4A__original/img/9aNUYsawgczAxOFMfAVln6lCF7k=/0x0/filters:format(jpeg)/pic183004.jpg
3032,Eruption,2,6,60,2011,"Dice Rolling, Partnerships, Tile Placement",none,Chris James (I),https://boardgamegeek.com/boardgame/88594/eruption,https://cf.geekdo-images.com/YM3nT93EPNNajfmJYO1eGg__original/img/MH7aT7xaZyHJlG6pj1LZhYA0AKI=/0x0/filters:format(jpeg)/pic965113.jpg
3033,Duell,2,2,30,2004,"Hand Management, Point to Point Movement, Simulation","Card Game, Fighting, Sports",Reiner Knizia,https://boardgamegeek.com/boardgame/9735/duell,https://cf.geekdo-images.com/UzrMRZP_g3rgTCcACKCRXw__original/img/GmcOILgiWiXOmQP4ASR71NdorIQ=/0x0/filters:format(jpeg)/pic184178.jpg
3034,Die Dolmengötter,2,5,30,2005,Area Control / Area Influence,"Abstract Strategy, Ancient",Thomas Odenhoven,https://boardgamegeek.com/boardgame/17988/die-dolmengotter,https://cf.geekdo-images.com/VjaLhjqIk1a4nfMIYm3MpQ__original/img/c__VxQsnA9Nd8bv2QVfT1Dl-0PU=/0x0/filters:format(jpeg)/pic78647.jpg
3035,No Peace Without Spain!,2,2,240,2011,"Campaign / Battle Card Driven, Point to Point Movement","Age of Reason, Wargame","Don Herndon, Neil Randall",https://boardgamegeek.com/boardgame/23995/no-peace-without-spain,https://cf.geekdo-images.com/0NINqEWsqR6ECv_ZkBTovQ__original/img/e1XbRynhY1vG-Rm44F2TZmg0o_Y=/0x0/filters:format(jpeg)/pic447361.jpg
3036,Anno Domini: Flopps,2,8,30,2001,Card Drafting,"Bluffing, Card Game, Humor, Party Game, Trivia",Urs Hostettler,https://boardgamegeek.com/boardgame/17923/anno-domini-flopps,https://cf.geekdo-images.com/V10uN2T32ZAJVB309Rs-Eg__original/img/lsymDBYTuwTP9YBTGcfEnthvW8M=/0x0/filters:format(jpeg)/pic78242.jpg
3037,Go Nuts for Donuts,2,6,20,2017,"Card Drafting, Set Collection","Bluffing, Card Game, Deduction",Zachary Eagle,https://boardgamegeek.com/boardgame/184346/go-nuts-donuts,https://cf.geekdo-images.com/VcbGYVCOnQI5IhDPv9DFUg__original/img/WV8VsEU9JZIAPYg8YGFrqJvNk9c=/0x0/filters:format(jpeg)/pic3595157.jpg
3038,Napoleon at Leipzig,1,3,300,1979,"Hex-and-Counter, Simulation","Napoleonic, Wargame",Kevin Zucker,https://boardgamegeek.com/boardgame/10183/napoleon-leipzig,https://cf.geekdo-images.com/ZEaHHBZ8vOAOxWrQC2Jenw__original/img/lpVJomMF8s1_ZCZBnxzZpTuL_fs=/0x0/filters:format(jpeg)/pic42985.jpg
3039,Rondo,2,4,25,2012,"Set Collection, Tile Placement","Abstract Strategy, Number",Reiner Knizia,https://boardgamegeek.com/boardgame/129614/rondo,https://cf.geekdo-images.com/H5NMdGEVs8N829VHnwaQgQ__original/img/dDCchrsinKFIlq27lpzL81ug-iw=/0x0/filters:format(jpeg)/pic1399814.jpg
3040,Four Dragons,3,4,30,2000,"Partnerships, Trick-taking","Card Game, Deduction, Horror","Frank Branham, Sandi West",https://boardgamegeek.com/boardgame/950/four-dragons,https://cf.geekdo-images.com/YsvVeIpuHtRrIVphK3DJGw__original/img/9gQrsOkqxD4gBEkmFLNsUoZcJd8=/0x0/filters:format(jpeg)/pic50505.jpg
3041,"Red Star Rising: The War in Russia, 1941-1944",2,2,1200,2007,"Dice Rolling, Hex-and-Counter","Wargame, World War II","Adam Starkweather, Masahiro Yamazaki",https://boardgamegeek.com/boardgame/27968/red-star-rising-war-russia-1941-1944,https://cf.geekdo-images.com/xElo-j5xNURA8SWG68n41A__original/img/oq33KYu2E5ZZ5-ztStEh7h811T4=/0x0/filters:format(jpeg)/pic185017.jpg
3042,Wings of Glory: WW2 Starter Set,2,4,45,2012,"Simulation, Simultaneous Action Selection","Aviation / Flight, Card Game, Miniatures, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia",https://boardgamegeek.com/boardgame/107148/wings-glory-ww2-starter-set,https://cf.geekdo-images.com/e7oXTN5JRYuF0WS3lx1e7g__original/img/lMv6YpSHHqysOahNHD6ueDrCBGk=/0x0/filters:format(jpeg)/pic1257685.jpg
3043,Snorta!,3,8,20,2004,"Acting, Memory","Action / Dexterity, Animals, Humor, Party Game","Chris Childs, Tony Richardson",https://boardgamegeek.com/boardgame/11231/snorta,https://cf.geekdo-images.com/ImNDbxmfBfSScud8uGnH8A__original/img/tLJabXRjNEc0xDVkl2TXoDaCk4Q=/0x0/filters:format(jpeg)/pic5931252.jpg
3044,Siberia,2,4,60,2011,"Area Movement, Chit-Pull System, Simultaneous Action Selection, Variable Phase Order","Economic, Industry / Manufacturing",Reiner Stockhausen,https://boardgamegeek.com/boardgame/110102/siberia,https://cf.geekdo-images.com/nAFcxm_t_M4y3fgPpoHNxQ__original/img/eHUvOrUrcHm4uhvZZiAObsKVDHc=/0x0/filters:format(jpeg)/pic1114310.jpg
3045,FAB: Sicily,2,2,240,2011,"Action Point Allowance System, Area Movement, Dice Rolling, Secret Unit Deployment","Wargame, World War II",Rick Young,https://boardgamegeek.com/boardgame/68260/fab-sicily,https://cf.geekdo-images.com/CiHgB8KMSHVsoMEgA-aKIQ__original/img/mNwurmxJ3PmYR7gRUzSk3QbMMhI=/0x0/filters:format(jpeg)/pic1184785.jpg
3046,Codenames: Disney Family Edition,2,8,15,2017,"Partnerships, Press Your Luck","Deduction, Movies / TV / Radio theme, Party Game",Vlaada Chvátil,https://boardgamegeek.com/boardgame/220775/codenames-disney-family-edition,https://cf.geekdo-images.com/Y05zcr91wl8oUEP6ULAnVg__original/img/GJnZkFmcNxm3SWShmXIO_3bdPAo=/0x0/filters:format(jpeg)/pic3626220.jpg
3047,Canyon,3,6,45,1997,"Betting/Wagering, Grid Movement, Trick-taking","Card Game, Racing",Frederick A. Herschler,https://boardgamegeek.com/boardgame/436/canyon,https://cf.geekdo-images.com/--ft4w4hRnsbSUqhEvB5VA__original/img/Y50BdXA9OSr1ZNb5ld8TzZQlDQE=/0x0/filters:format(jpeg)/pic70466.jpg
3048,Space Race: The Card Game,1,4,60,2017,"Card Drafting, Hand Management, Simulation, Simultaneous Action Selection","Card Game, Space Exploration","Marek Loskot, Jan Soukal",https://boardgamegeek.com/boardgame/191177/space-race-card-game,https://cf.geekdo-images.com/QIdP1qlQYW-FrBogxhyqYw__original/img/wjqGzpKGV5DfLqCSDglH_5rkgQc=/0x0/filters:format(jpeg)/pic3545293.jpg
3049,Guatemala Café,2,4,45,2007,"Area Enclosure, Commodity Speculation, Hand Management, Route/Network Building","Farming, Territory Building","Inka Brand, Markus Brand",https://boardgamegeek.com/boardgame/23053/guatemala-cafe,https://cf.geekdo-images.com/q6zbyelpgpEQjcL9lCK2wg__original/img/SlUMjghT1REDira1S4Dew6s2Gfo=/0x0/filters:format(jpeg)/pic196266.jpg
3050,Conquistador,1,4,360,1976,"Dice Rolling, Hex-and-Counter","Economic, Exploration, Political, Renaissance, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/1506/conquistador,https://cf.geekdo-images.com/scpJZ80pDOF_T5WH3DS9jg__original/img/umKM1iUdtynu1kBBA2YkzAPvvSk=/0x0/filters:format(jpeg)/pic143846.jpg
3051,In Magnificent Style,1,1,60,2012,"Chit-Pull System, Dice Rolling, Press Your Luck","American Civil War, Wargame",Hermann Luttmann,https://boardgamegeek.com/boardgame/124622/magnificent-style,https://cf.geekdo-images.com/U3YdceVp_QsLy9RueGPuJg__original/img/TPUkYYQ9QrZG9456Nj7YKUbTxKM=/0x0/filters:format(jpeg)/pic6953372.jpg
3052,Matcha,2,2,20,2015,"Hand Management, Set Collection","Bluffing, Card Game",David Harding (II),https://boardgamegeek.com/boardgame/166107/matcha,https://cf.geekdo-images.com/o-6cFDHmUZtwxrwnSDVJxw__original/img/bRtRrLnfQ6ch6Avsqz-QmURee0E=/0x0/filters:format(jpeg)/pic5975081.jpg
3053,Pocket Battles: Macedonians vs. Persians,2,2,30,2012,"Area Movement, Dice Rolling","Ancient, Wargame","Paolo Mori, Francesco Sirocchi",https://boardgamegeek.com/boardgame/118385/pocket-battles-macedonians-vs-persians,https://cf.geekdo-images.com/ojmV7EeY-LxUcf9RLxFMCg__original/img/4xgT4p6YyiHlsfd0Uw1nY4wbsnk=/0x0/filters:format(jpeg)/pic1216376.jpg
3054,Space Infantry,1,2,60,2011,"Chit-Pull System, Modular Board, Point to Point Movement","Science Fiction, Wargame",Gottardo Zancani,https://boardgamegeek.com/boardgame/66781/space-infantry,https://cf.geekdo-images.com/JJSvWsGcqq6TQmRphvKGsQ__original/img/DhUCYBaXJfFnGorvMHB5oqTWbrY=/0x0/filters:format(jpeg)/pic995811.jpg
3055,RAN,2,4,240,2007,Hex-and-Counter,"Medieval, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/21947/ran,https://cf.geekdo-images.com/Kt6O77owGNWxblgGrfyoYQ__original/img/aeFlSLWyBrcwpjcJgCU_hDXJchw=/0x0/filters:format(jpeg)/pic203444.jpg
3056,Canal Grande,2,2,45,2002,Set Collection,"Card Game, Renaissance","Alan R. Moon, Aaron Weissblum",https://boardgamegeek.com/boardgame/4401/canal-grande,https://cf.geekdo-images.com/RJEYbcBwPkCpMZfWz8S17Q__original/img/7QesmxfpN8E7ZSfUc-puslpRiqI=/0x0/filters:format(jpeg)/pic48636.jpg
3057,Mammoth Hunters,3,5,90,2003,Area Control / Area Influence,Prehistoric,"Alan R. Moon, Aaron Weissblum",https://boardgamegeek.com/boardgame/5767/mammoth-hunters,https://cf.geekdo-images.com/k4i3y0cqCjunNh6fSjy6NQ__original/img/rPgiVxcRGqnAT_csrwYgTCisCIY=/0x0/filters:format(jpeg)/pic207514.jpg
3058,Drive,2,4,30,2003,"Hand Management, Set Collection","Animals, Card Game",Michael Schacht,https://boardgamegeek.com/boardgame/6137/drive,https://cf.geekdo-images.com/5_GcxrV9x-yAXZpukgbT9g__original/img/DU2FlzK3xYcjw4GLTMqUqQTyFYQ=/0x0/filters:format(jpeg)/pic251684.jpg
3059,Spellbound,1,4,60,2012,"Co-operative Play, Deck / Pool Building","Adventure, Fantasy","Gordon Lamont, Fraser Lamont",https://boardgamegeek.com/boardgame/130295/spellbound,https://cf.geekdo-images.com/NdSmriIlq-TxWqA0KKB68A__original/img/A6Qzer3Ztl--H6tZsuhga3pltp0=/0x0/filters:format(png)/pic1436082.png
3060,Würfel Bingo,1,5,30,2007,Dice Rolling,Dice,Heinz Wüppen,https://boardgamegeek.com/boardgame/29355/wurfel-bingo,https://cf.geekdo-images.com/uUi8Gp6kAHXA_0uW2hm3Bg__original/img/raiRS8uOkagjgzHonXh03DKulao=/0x0/filters:format(jpeg)/pic1928493.jpg
3061,Bremerhaven,1,4,120,2013,"Auction/Bidding, Pick-up and Deliver, Time Track, Worker Placement","Economic, Nautical",Robert Auerochs,https://boardgamegeek.com/boardgame/137237/bremerhaven,https://cf.geekdo-images.com/cLQmiXlD0VbcytRZTcX9WA__original/img/8ER5wewPVns2FqVN_Pj_hohUp4o=/0x0/filters:format(jpeg)/pic1777742.jpg
3062,Unexploded Cow,2,6,25,2001,"Dice Rolling, Set Collection","Animals, Card Game, Economic, Humor, Print & Play","James Ernest, Paul Peterson",https://boardgamegeek.com/boardgame/1690/unexploded-cow,https://cf.geekdo-images.com/3gOT63ijN6IHeXQN7wMOmg__original/img/MWtvoNdrVD8Ailg_BZpCODO-x7s=/0x0/filters:format(jpeg)/pic1732698.jpg
3063,Aliens: This Time It's War,2,2,45,2010,Hand Management,"Card Game, Fighting, Horror, Mature / Adult, Movies / TV / Radio theme, Print & Play, Science Fiction",Mark Chaplin,https://boardgamegeek.com/boardgame/69851/aliens-time-its-war,https://cf.geekdo-images.com/t-aa12fnrSII2RMy53ct2A__original/img/NYEbG-PdpvJPRplkb5ZMejcMIZE=/0x0/filters:format(jpeg)/pic1345066.jpg
3064,Fish Cook,2,6,45,2012,"Card Drafting, Dice Rolling, Hand Management, Set Collection, Trading","Card Game, Dice, Economic, Print & Play",James Ernest,https://boardgamegeek.com/boardgame/135877/fish-cook,https://cf.geekdo-images.com/t0_IsAxxLz6s8ddPqKCKIA__original/img/pxjYGkZ-DWez3-CNfsRBZSKID1Q=/0x0/filters:format(jpeg)/pic1732706.jpg
3065,The Message,3,9,60,2009,"Hand Management, Partnerships, Variable Player Powers","Bluffing, Card Game, Deduction, Spies/Secret Agents",(Uncredited),https://boardgamegeek.com/boardgame/67919/message,https://cf.geekdo-images.com/fFxl3l28aEiQ4kuTLfFmeA__original/img/VFlxMxWR-xOfEcVrraCUsWDJtZ4=/0x0/filters:format(jpeg)/pic745949.jpg
3066,Penny Arcade: The Game ? Rumble in R'lyeh,2,4,30,2012,"Card Drafting, Deck / Pool Building, Hand Management, Variable Player Powers","Card Game, Comic Book / Strip, Video Game Theme","Michael Donais, Paul Sottosanti",https://boardgamegeek.com/boardgame/115288/penny-arcade-game-rumble-rlyeh,https://cf.geekdo-images.com/5Yy4mGhr6pN9ImnOfFEf8g__original/img/8wMxX9L97XvZXE-CkaliVRH_uxk=/0x0/filters:format(jpeg)/pic1179715.jpg
3067,Ebbe & Flut,1,2,45,2000,Grid Movement,"Abstract Strategy, Card Game",Wolfgang Werner,https://boardgamegeek.com/boardgame/1379/ebbe-flut,https://cf.geekdo-images.com/DYPjVwkmJRMtIS1FZxfZzQ__original/img/BOQEO_zSZSp_0AGou_663LeGK_Y=/0x0/filters:format(jpeg)/pic1521783.jpg
3068,Kosmonauts,2,4,60,2012,"Action / Movement Programming, Hex-and-Counter",Science Fiction,"Nadezhda Penkrat, Yury Yamshchikov",https://boardgamegeek.com/boardgame/117854/kosmonauts,https://cf.geekdo-images.com/lU641U2Y-erTrTqc6fVTTA__original/img/cMOB_sh4PhGiZaf4zFazstzUkTY=/0x0/filters:format(jpeg)/pic1294074.jpg
3069,Air Force,1,2,60,1976,"Action / Movement Programming, Hex-and-Counter, Modular Board, Simultaneous Action Selection","Aviation / Flight, Wargame, World War II",S. Craig Taylor,https://boardgamegeek.com/boardgame/3608/air-force,https://cf.geekdo-images.com/pqN61oZraeBRsPNnQmtkTw__original/img/jkUbaP4ZTDGqZjDsbPvSMQk3PN4=/0x0/filters:format(jpeg)/pic3638357.jpg
